"112年06月29日 外資及陸資買賣超彙總表"
"",,,"外資及陸資(不含外資自營商)",,,"外資自營商",,,"外資及陸資",,,
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
" ","1104  ","環泥            ","337,000","500,000","-163,000","0","0","0","337,000","500,000","-163,000",
" ","5243  ","乙盛-KY         ","270,000","433,000","-163,000","0","0","0","270,000","433,000","-163,000",
" ","3034  ","聯詠            ","1,881,471","2,040,730","-159,259","0","0","0","1,881,471","2,040,730","-159,259",
" ","6155  ","鈞寶            ","29,000","187,000","-158,000","0","0","0","29,000","187,000","-158,000",
" ","1467  ","南緯            ","262,000","419,000","-157,000","0","0","0","262,000","419,000","-157,000",
" ",="035995","景碩法興28購01  ","0","156,000","-156,000","0","0","0","0","156,000","-156,000",
" ","1108  ","幸福            ","181,000","337,000","-156,000","0","0","0","181,000","337,000","-156,000",
" ",="037091","上銀法興28購02  ","0","150,000","-150,000","0","0","0","0","150,000","-150,000",
" ",="00639 ","富邦深100       ","46,000","195,000","-149,000","0","0","0","46,000","195,000","-149,000",
" ","1409  ","新纖            ","57,000","206,000","-149,000","0","0","0","57,000","206,000","-149,000",
" ","2401  ","凌陽            ","597,000","744,000","-147,000","0","0","0","597,000","744,000","-147,000",
" ","3413  ","京鼎            ","165,000","312,000","-147,000","0","0","0","165,000","312,000","-147,000",
" ","6605  ","帝寶            ","69,000","216,000","-147,000","0","0","0","69,000","216,000","-147,000",
" ","1304  ","台聚            ","250,000","396,000","-146,000","0","0","0","250,000","396,000","-146,000",
" ","9939  ","宏全            ","483,000","629,000","-146,000","0","0","0","483,000","629,000","-146,000",
" ",="041678","上銀法興2A購01  ","0","145,000","-145,000","0","0","0","0","145,000","-145,000",
" ",="048424","欣興法興2C購01  ","0","144,000","-144,000","0","0","0","0","144,000","-144,000",
" ","1598  ","岱宇            ","178,000","318,000","-140,000","0","0","0","178,000","318,000","-140,000",
" ","1714  ","和桐            ","110,000","250,000","-140,000","0","0","0","110,000","250,000","-140,000",
" ","1731  ","美吾華          ","28,000","168,000","-140,000","0","0","0","28,000","168,000","-140,000",
" ","3209  ","全科            ","68,000","207,000","-139,000","0","0","0","68,000","207,000","-139,000",
" ",="046676","中砂法興2B購01  ","0","138,000","-138,000","0","0","0","0","138,000","-138,000",
" ",="040644","旺宏法興2A購01  ","0","133,000","-133,000","0","0","0","0","133,000","-133,000",
" ","6533  ","晶心科          ","271,000","402,900","-131,900","0","0","0","271,000","402,900","-131,900",
" ",="046020","中磊法興2B購01  ","170,000","299,000","-129,000","0","0","0","170,000","299,000","-129,000",
" ","2395  ","研華            ","371,518","500,394","-128,876","0","0","0","371,518","500,394","-128,876",
" ","2458  ","義隆            ","463,000","590,000","-127,000","0","0","0","463,000","590,000","-127,000",
" ",="038918","景碩法興29購01  ","156,000","281,000","-125,000","0","0","0","156,000","281,000","-125,000",
" ","2495  ","普安            ","323,000","446,000","-123,000","0","0","0","323,000","446,000","-123,000",
" ",="00752 ","中信中國50      ","38,000","159,000","-121,000","0","0","0","38,000","159,000","-121,000",
" ","2706  ","第一店          ","117,000","237,000","-120,000","0","0","0","117,000","237,000","-120,000",
" ","2534  ","宏盛            ","111,000","230,000","-119,000","0","0","0","111,000","230,000","-119,000",
" ",="046015","聯發科法興2B購02","29,000","146,000","-117,000","0","0","0","29,000","146,000","-117,000",
" ","9933  ","中鼎            ","155,000","272,000","-117,000","0","0","0","155,000","272,000","-117,000",
" ","2908  ","特力            ","4,693","121,000","-116,307","0","0","0","4,693","121,000","-116,307",
" ",="048425","群創法興2C購01  ","0","116,000","-116,000","0","0","0","0","116,000","-116,000",
" ",="035993","晶豪科法興28購02","0","115,000","-115,000","0","0","0","0","115,000","-115,000",
" ",="042546","鴻海法興2A購01  ","0","115,000","-115,000","0","0","0","0","115,000","-115,000",
" ",="037390","友達法興28購03  ","0","113,000","-113,000","0","0","0","0","113,000","-113,000",
" ","2028  ","威致            ","22,000","135,000","-113,000","0","0","0","22,000","135,000","-113,000",
" ",="00650L","復華香港正2     ","605,000","716,000","-111,000","0","0","0","605,000","716,000","-111,000",
" ","1809  ","中釉            ","38,000","149,000","-111,000","0","0","0","38,000","149,000","-111,000",
" ","5871A ","中租-KY甲特     ","0","110,000","-110,000","0","0","0","0","110,000","-110,000",
" ","2723  ","美食-KY         ","110,000","216,548","-106,548","0","0","0","110,000","216,548","-106,548",
" ","3346  ","麗清            ","774,000","880,000","-106,000","0","0","0","774,000","880,000","-106,000",
" ","1616  ","億泰            ","70,000","175,000","-105,000","0","0","0","70,000","175,000","-105,000",
" ","5522  ","遠雄            ","68,368","173,000","-104,632","0","0","0","68,368","173,000","-104,632",
" ","3708  ","上緯投控        ","184,000","288,000","-104,000","0","0","0","184,000","288,000","-104,000",
" ","2501  ","國建            ","284,725","388,000","-103,275","0","0","0","284,725","388,000","-103,275",
" ","6196  ","帆宣            ","95,000","197,000","-102,000","0","0","0","95,000","197,000","-102,000",
" ","4927  ","泰鼎-KY         ","157,000","257,000","-100,000","0","0","0","157,000","257,000","-100,000",
" ","2356  ","英業達          ","9,918,830","10,017,000","-98,170","0","0","0","9,918,830","10,017,000","-98,170",
" ","1709  ","和益            ","92,000","190,000","-98,000","0","0","0","92,000","190,000","-98,000",
" ","5284  ","jpp-KY          ","279,000","376,000","-97,000","0","0","0","279,000","376,000","-97,000",
" ","8081  ","致新            ","179,000","276,000","-97,000","0","0","0","179,000","276,000","-97,000",
" ",="00676R","富邦臺灣加權反1 ","4,000","100,000","-96,000","0","0","0","4,000","100,000","-96,000",
" ",="048509","鴻海法興2C購03  ","4,000","100,000","-96,000","0","0","0","4,000","100,000","-96,000",
" ","4536  ","拓凱            ","63,000","159,000","-96,000","0","0","0","63,000","159,000","-96,000",
" ","1723  ","中碳            ","53,000","147,000","-94,000","0","0","0","53,000","147,000","-94,000",
" ","910322","康師傅-DR       ","0","93,000","-93,000","0","0","0","0","93,000","-93,000",
" ","2727  ","王品            ","285,000","377,010","-92,010","0","0","0","285,000","377,010","-92,010",
" ","2537  ","聯上發          ","50,000","141,000","-91,000","0","0","0","50,000","141,000","-91,000",
" ",="048769","國巨法興2C購01  ","0","90,000","-90,000","0","0","0","0","90,000","-90,000",
" ","912000","晨訊科-DR       ","11,000","101,000","-90,000","0","0","0","11,000","101,000","-90,000",
" ","8454  ","富邦媒          ","128,984","218,000","-89,016","0","0","0","128,984","218,000","-89,016",
" ","6412  ","群電            ","108,000","196,005","-88,005","0","0","0","108,000","196,005","-88,005",
" ","8070  ","長華*           ","65,000","153,000","-88,000","0","0","0","65,000","153,000","-88,000",
" ","3545  ","敦泰            ","277,000","364,901","-87,901","0","0","0","277,000","364,901","-87,901",
" ","6625  ","必應            ","0","87,000","-87,000","0","0","0","0","87,000","-87,000",
" ","3008  ","大立光          ","123,726","208,107","-84,381","0","0","0","123,726","208,107","-84,381",
" ","1449  ","佳和            ","34,000","118,000","-84,000","0","0","0","34,000","118,000","-84,000",
" ",="00636 ","國泰中國A50     ","7,000","90,000","-83,000","0","0","0","7,000","90,000","-83,000",
" ","2426  ","鼎元            ","66,000","149,000","-83,000","0","0","0","66,000","149,000","-83,000",
" ","6531  ","愛普*           ","891,450","974,000","-82,550","0","0","0","891,450","974,000","-82,550",
" ","8016  ","矽創            ","393,000","475,000","-82,000","0","0","0","393,000","475,000","-82,000",
" ","9941  ","裕融            ","87,000","167,000","-80,000","0","0","0","87,000","167,000","-80,000",
" ",="036209","中砂法興28購01  ","0","78,000","-78,000","0","0","0","0","78,000","-78,000",
" ",="042549","欣興法興2A購02  ","0","78,000","-78,000","0","0","0","0","78,000","-78,000",
" ",="044007","欣興法興2B購01  ","0","78,000","-78,000","0","0","0","0","78,000","-78,000",
" ","3617  ","碩天            ","359,000","437,000","-78,000","0","0","0","359,000","437,000","-78,000",
" ","3015  ","全漢            ","92,000","168,000","-76,000","0","0","0","92,000","168,000","-76,000",
" ","6558  ","興能高          ","44,000","118,000","-74,000","0","0","0","44,000","118,000","-74,000",
" ","6414  ","樺漢            ","161,000","234,130","-73,130","0","0","0","161,000","234,130","-73,130",
" ","2612  ","中航            ","23,000","96,000","-73,000","0","0","0","23,000","96,000","-73,000",
" ","1308  ","亞聚            ","43,000","115,000","-72,000","0","0","0","43,000","115,000","-72,000",
" ","4912  ","聯德控股-KY     ","115,000","186,000","-71,000","0","0","0","115,000","186,000","-71,000",
" ","1218  ","泰山            ","423,000","493,000","-70,000","0","0","0","423,000","493,000","-70,000",
" ","2539  ","櫻花建          ","68,000","138,000","-70,000","0","0","0","68,000","138,000","-70,000",
" ","2476  ","鉅祥            ","24,000","92,000","-68,000","0","0","0","24,000","92,000","-68,000",
" ","2423  ","固緯            ","40,000","107,000","-67,000","0","0","0","40,000","107,000","-67,000",
" ","6515  ","穎崴            ","202,000","268,000","-66,000","0","0","0","202,000","268,000","-66,000",
" ","2406  ","國碩            ","333,000","398,000","-65,000","0","0","0","333,000","398,000","-65,000",
" ",="00688L","國泰20年美債正2 ","39,000","103,000","-64,000","0","0","0","39,000","103,000","-64,000",
" ","2535  ","達欣工          ","15,000","79,000","-64,000","0","0","0","15,000","79,000","-64,000",
" ",="043052","友達法興2B購01  ","11,000","74,000","-63,000","0","0","0","11,000","74,000","-63,000",
" ","2009  ","第一銅          ","136,000","198,000","-62,000","0","0","0","136,000","198,000","-62,000",
" ","2101  ","南港            ","79,000","141,000","-62,000","0","0","0","79,000","141,000","-62,000",
" ","3450  ","聯鈞            ","97,000","159,000","-62,000","0","0","0","97,000","159,000","-62,000",
" ","1529  ","樂事綠能        ","410,068","471,000","-60,932","0","0","0","410,068","471,000","-60,932",
" ","6215  ","和椿            ","91,000","151,000","-60,000","0","0","0","91,000","151,000","-60,000",
" ","6278  ","台表科          ","321,000","381,000","-60,000","0","0","0","321,000","381,000","-60,000",
" ",="00876 ","元大全球5G      ","11,000","70,000","-59,000","0","0","0","11,000","70,000","-59,000",
" ",="045529","欣興法興2B購02  ","156,000","215,000","-59,000","0","0","0","156,000","215,000","-59,000",
" ","2838  ","聯邦銀          ","260,000","318,000","-58,000","0","0","0","260,000","318,000","-58,000",
" ","2850  ","新產            ","35,000","93,000","-58,000","0","0","0","35,000","93,000","-58,000",
" ","6573  ","虹揚-KY         ","68,000","126,000","-58,000","0","0","0","68,000","126,000","-58,000",
" ",="00730 ","富邦臺灣優質高息","0","55,000","-55,000","0","0","0","0","55,000","-55,000",
" ",="07793U","臺股指法興2C售12","0","55,000","-55,000","0","0","0","0","55,000","-55,000",
" ","1103  ","嘉泥            ","96,000","151,000","-55,000","0","0","0","96,000","151,000","-55,000",
" ","8033  ","雷虎            ","36,000","90,000","-54,000","0","0","0","36,000","90,000","-54,000",
" ","2520  ","冠德            ","146,019","200,000","-53,981","0","0","0","146,019","200,000","-53,981",
" ",="00662 ","富邦NASDAQ      ","1,067","54,000","-52,933","0","0","0","1,067","54,000","-52,933",
" ",="044457","南電法興2B購01  ","0","52,000","-52,000","0","0","0","0","52,000","-52,000",
" ",="040241","群創法興29購01  ","0","50,000","-50,000","0","0","0","0","50,000","-50,000",
" ",="00670L","富邦NASDAQ正2   ","43,000","92,000","-49,000","0","0","0","43,000","92,000","-49,000",
" ",="05187U","臺股指法興29售09","51,000","100,000","-49,000","0","0","0","51,000","100,000","-49,000",
" ","2739  ","寒舍            ","84,000","132,039","-48,039","0","0","0","84,000","132,039","-48,039",
" ",="048418","友達法興2C購01  ","0","48,000","-48,000","0","0","0","0","48,000","-48,000",
" ","2031  ","新光鋼          ","569,000","617,000","-48,000","0","0","0","569,000","617,000","-48,000",
" ","8422  ","可寧衛          ","31,000","79,000","-48,000","0","0","0","31,000","79,000","-48,000",
" ",="00907 ","永豐優息存股    ","2,000","49,000","-47,000","0","0","0","2,000","49,000","-47,000",
" ",="044318","華邦電法興2B購01","0","47,000","-47,000","0","0","0","0","47,000","-47,000",
" ","1532  ","勤美            ","58,000","105,000","-47,000","0","0","0","58,000","105,000","-47,000",
" ","4989  ","榮科            ","20,000","66,000","-46,000","0","0","0","20,000","66,000","-46,000",
" ","6796  ","晉弘            ","45,000","91,000","-46,000","0","0","0","45,000","91,000","-46,000",
" ",="036514","臺股指法興28購03","8,000","53,000","-45,000","0","0","0","8,000","53,000","-45,000",
" ","2302  ","麗正            ","207,000","252,000","-45,000","0","0","0","207,000","252,000","-45,000",
" ","2415  ","錩新            ","0","44,000","-44,000","0","0","0","0","44,000","-44,000",
" ","6177  ","達麗            ","25,000","69,000","-44,000","0","0","0","25,000","69,000","-44,000",
" ",="00657 ","國泰日經225     ","0","43,000","-43,000","0","0","0","0","43,000","-43,000",
" ",="00700 ","富邦恒生國企    ","25,000","68,000","-43,000","0","0","0","25,000","68,000","-43,000",
" ","1903  ","士紙            ","88,000","131,000","-43,000","0","0","0","88,000","131,000","-43,000",
" ","4137  ","麗豐-KY         ","55,000","98,000","-43,000","0","0","0","55,000","98,000","-43,000",
" ","6541  ","泰福-KY         ","18,000","61,000","-43,000","0","0","0","18,000","61,000","-43,000",
" ",="037393","群創法興28購03  ","0","42,000","-42,000","0","0","0","0","42,000","-42,000",
" ",="036154","嘉澤法興28購01  ","0","41,000","-41,000","0","0","0","0","41,000","-41,000",
" ",="048423","聯詠法興2C購01  ","0","41,000","-41,000","0","0","0","0","41,000","-41,000",
" ",="047228","鴻海法興2C購01  ","60,000","100,000","-40,000","0","0","0","60,000","100,000","-40,000",
" ",="05804U","臺股指法興2A售08","27,000","67,000","-40,000","0","0","0","27,000","67,000","-40,000",
" ","2540  ","愛山林          ","32,000","72,000","-40,000","0","0","0","32,000","72,000","-40,000",
" ","6768  ","志強-KY         ","37,000","76,000","-39,000","0","0","0","37,000","76,000","-39,000",
" ",="041684","台勝科法興2A購01","222,000","259,000","-37,000","0","0","0","222,000","259,000","-37,000",
" ","2506  ","太設            ","16,000","52,000","-36,000","0","0","0","16,000","52,000","-36,000",
" ","5519  ","隆大            ","3,000","39,000","-36,000","0","0","0","3,000","39,000","-36,000",
" ","2020  ","美亞            ","6,000","41,000","-35,000","0","0","0","6,000","41,000","-35,000",
" ","1472  ","三洋實業        ","56,000","90,000","-34,000","0","0","0","56,000","90,000","-34,000",
" ","1707  ","葡萄王          ","30,000","64,000","-34,000","0","0","0","30,000","64,000","-34,000",
" ","4552  ","力達-KY         ","9,000","43,000","-34,000","0","0","0","9,000","43,000","-34,000",
" ","5234  ","達興材料        ","161,000","195,000","-34,000","0","0","0","161,000","195,000","-34,000",
" ","5515  ","建國            ","2,000","36,000","-34,000","0","0","0","2,000","36,000","-34,000",
" ","3528  ","安馳            ","18,000","51,000","-33,000","0","0","0","18,000","51,000","-33,000",
" ","9911  ","櫻花            ","18,000","51,000","-33,000","0","0","0","18,000","51,000","-33,000",
" ","9940  ","信義            ","21,000","54,000","-33,000","0","0","0","21,000","54,000","-33,000",
" ","1416  ","廣豐            ","0","32,000","-32,000","0","0","0","0","32,000","-32,000",
" ","2250  ","IKKA-KY         ","0","32,000","-32,000","0","0","0","0","32,000","-32,000",
" ","2059  ","川湖            ","90,000","121,000","-31,000","0","0","0","90,000","121,000","-31,000",
" ",="0052  ","富邦科技        ","2,100","32,000","-29,900","0","0","0","2,100","32,000","-29,900",
" ",="00894 ","中信小資高價30  ","105,000","134,000","-29,000","0","0","0","105,000","134,000","-29,000",
" ",="038480","台積電法興29購01","0","29,000","-29,000","0","0","0","0","29,000","-29,000",
" ","1721  ","三晃            ","87,000","116,000","-29,000","0","0","0","87,000","116,000","-29,000",
" ","1773  ","勝一            ","11,000","40,000","-29,000","0","0","0","11,000","40,000","-29,000",
" ","1789  ","神隆            ","875,000","902,000","-27,000","0","0","0","875,000","902,000","-27,000",
" ","2025  ","千興            ","0","27,000","-27,000","0","0","0","0","27,000","-27,000",
" ","2611  ","志信            ","64,000","91,000","-27,000","0","0","0","64,000","91,000","-27,000",
" ","3645  ","達邁            ","16,000","43,000","-27,000","0","0","0","16,000","43,000","-27,000",
" ","6789  ","采鈺            ","218,000","245,000","-27,000","0","0","0","218,000","245,000","-27,000",
" ","8021  ","尖點            ","4,000","31,000","-27,000","0","0","0","4,000","31,000","-27,000",
" ","2383  ","台光電          ","1,141,000","1,167,578","-26,578","0","0","0","1,141,000","1,167,578","-26,578",
" ","2107  ","厚生            ","29,000","55,000","-26,000","0","0","0","29,000","55,000","-26,000",
" ","2108  ","南帝            ","54,000","80,000","-26,000","0","0","0","54,000","80,000","-26,000",
" ","6152  ","百一            ","13,000","39,000","-26,000","0","0","0","13,000","39,000","-26,000",
" ","5269  ","祥碩            ","235,012","261,000","-25,988","0","0","0","235,012","261,000","-25,988",
" ",="00763U","期街口道瓊銅    ","0","25,000","-25,000","0","0","0","0","25,000","-25,000",
" ",="046685","聯詠法興2B購01  ","0","25,000","-25,000","0","0","0","0","25,000","-25,000",
" ","2038  ","海光            ","11,000","36,000","-25,000","0","0","0","11,000","36,000","-25,000",
" ","2453  ","凌群            ","697,000","722,000","-25,000","0","0","0","697,000","722,000","-25,000",
" ","2905  ","三商            ","4,000","29,000","-25,000","0","0","0","4,000","29,000","-25,000",
" ","4148  ","全宇生技-KY     ","2,000","27,000","-25,000","0","0","0","2,000","27,000","-25,000",
" ","6283  ","淳安            ","11,000","36,000","-25,000","0","0","0","11,000","36,000","-25,000",
" ",="00631L","元大台灣50正2   ","79,000","103,000","-24,000","0","0","0","79,000","103,000","-24,000",
" ",="044445","帝寶永豐2C購01  ","0","24,000","-24,000","0","0","0","0","24,000","-24,000",
" ","8429  ","金麗-KY         ","2,000","26,000","-24,000","0","0","0","2,000","26,000","-24,000",
" ","1506  ","正道            ","0","23,000","-23,000","0","0","0","0","23,000","-23,000",
" ","1732  ","毛寶            ","31,000","54,000","-23,000","0","0","0","31,000","54,000","-23,000",
" ","3266  ","昇陽            ","0","23,000","-23,000","0","0","0","0","23,000","-23,000",
" ","6591  ","動力-KY         ","15,000","38,000","-23,000","0","0","0","15,000","38,000","-23,000",
" ",="048871","長榮航法興2C購03","28,000","50,000","-22,000","0","0","0","28,000","50,000","-22,000",
" ","1220  ","台榮            ","10,000","32,000","-22,000","0","0","0","10,000","32,000","-22,000",
" ","1817  ","凱撒衛          ","0","22,000","-22,000","0","0","0","0","22,000","-22,000",
" ","2460  ","建通            ","63,000","85,000","-22,000","0","0","0","63,000","85,000","-22,000",
" ","2493  ","揚博            ","44,000","66,000","-22,000","0","0","0","44,000","66,000","-22,000",
" ","3530  ","晶相光          ","7,000","29,000","-22,000","0","0","0","7,000","29,000","-22,000",
" ","6854  ","錼創科技-KY創   ","0","22,000","-22,000","0","0","0","0","22,000","-22,000",
" ",="03683U","富邦媒凱基27售06","0","21,000","-21,000","0","0","0","0","21,000","-21,000",
" ","3036  ","文曄            ","106,000","127,000","-21,000","0","0","0","106,000","127,000","-21,000",
" ","6115  ","鎰勝            ","0","21,000","-21,000","0","0","0","0","21,000","-21,000",
" ","6579  ","研揚            ","64,000","85,000","-21,000","0","0","0","64,000","85,000","-21,000",
" ","9944  ","新麗            ","39,000","60,000","-21,000","0","0","0","39,000","60,000","-21,000",
" ",="030849","明泰永豐27購01  ","0","20,000","-20,000","0","0","0","0","20,000","-20,000",
" ",="043048","聯電法興2A購01  ","0","20,000","-20,000","0","0","0","0","20,000","-20,000",
" ",="046013","台積電法興2B購07","8,000","28,000","-20,000","0","0","0","8,000","28,000","-20,000",
" ","1536  ","和大            ","129,000","149,000","-20,000","0","0","0","129,000","149,000","-20,000",
" ","2613  ","中櫃            ","5,000","25,000","-20,000","0","0","0","5,000","25,000","-20,000",
" ",="00692 ","富邦公司治理    ","164,000","183,000","-19,000","0","0","0","164,000","183,000","-19,000",
" ","2923  ","鼎固-KY         ","3,000","22,000","-19,000","0","0","0","3,000","22,000","-19,000",
" ","9912  ","偉聯            ","0","19,000","-19,000","0","0","0","0","19,000","-19,000",
" ","4557  ","永新-KY         ","13,000","31,000","-18,000","0","0","0","13,000","31,000","-18,000",
" ","6416  ","瑞祺電通        ","24,000","42,000","-18,000","0","0","0","24,000","42,000","-18,000",
" ","9927  ","泰銘            ","1,000","19,000","-18,000","0","0","0","1,000","19,000","-18,000",
" ","9943  ","好樂迪          ","149,000","167,000","-18,000","0","0","0","149,000","167,000","-18,000",
" ",="04443U","臺股指法興28售09","19,000","36,000","-17,000","0","0","0","19,000","36,000","-17,000",
" ","2722  ","夏都            ","6,000","23,000","-17,000","0","0","0","6,000","23,000","-17,000",
" ",="044317","鴻海法興2B購03  ","0","16,000","-16,000","0","0","0","0","16,000","-16,000",
" ","2380  ","虹光            ","14,000","30,000","-16,000","0","0","0","14,000","30,000","-16,000",
" ","3312  ","弘憶股          ","53,000","69,000","-16,000","0","0","0","53,000","69,000","-16,000",
" ","6753  ","龍德造船        ","48,000","63,682","-15,682","0","0","0","48,000","63,682","-15,682",
" ",="00738U","期元大道瓊白銀  ","5,000","20,000","-15,000","0","0","0","5,000","20,000","-15,000",
" ",="046678","台積電法興2B購08","0","15,000","-15,000","0","0","0","0","15,000","-15,000",
" ","2461  ","光群雷          ","99,000","114,000","-15,000","0","0","0","99,000","114,000","-15,000",
" ","2642  ","宅配通          ","4,000","19,000","-15,000","0","0","0","4,000","19,000","-15,000",
" ","3557  ","嘉威            ","13,000","28,000","-15,000","0","0","0","13,000","28,000","-15,000",
" ","6456  ","GIS-KY          ","574,000","589,000","-15,000","0","0","0","574,000","589,000","-15,000",
" ","1232  ","大統益          ","3,050","18,000","-14,950","0","0","0","3,050","18,000","-14,950",
" ",="00901 ","永豐智能車供應鏈","5,000","19,000","-14,000","0","0","0","5,000","19,000","-14,000",
" ",="037103","世紀鋼法興28購02","21,000","35,000","-14,000","0","0","0","21,000","35,000","-14,000",
" ","1452  ","宏益            ","1,000","15,000","-14,000","0","0","0","1,000","15,000","-14,000",
" ","2314  ","台揚            ","24,000","38,000","-14,000","0","0","0","24,000","38,000","-14,000",
" ","2849  ","安泰銀          ","10,000","24,000","-14,000","0","0","0","10,000","24,000","-14,000",
" ","3622  ","洋華            ","11,000","25,000","-14,000","0","0","0","11,000","25,000","-14,000",
" ","9955  ","佳龍            ","18,000","32,000","-14,000","0","0","0","18,000","32,000","-14,000",
" ","2855  ","統一證          ","157,000","170,000","-13,000","0","0","0","157,000","170,000","-13,000",
" ",="00635U","期元大S&P黃金   ","10,052","23,000","-12,948","0","0","0","10,052","23,000","-12,948",
" ",="00655L","國泰中國A50正2  ","119,000","131,000","-12,000","0","0","0","119,000","131,000","-12,000",
" ",="00731 ","復華富時高息低波","10,000","22,000","-12,000","0","0","0","10,000","22,000","-12,000",
" ",="044003","台積電法興2B購02","0","12,000","-12,000","0","0","0","0","12,000","-12,000",
" ",="048870","華航法興2C購02  ","0","12,000","-12,000","0","0","0","0","12,000","-12,000",
" ",="05805U","臺股指法興2A售09","497,000","509,000","-12,000","0","0","0","497,000","509,000","-12,000",
" ","1233  ","天仁            ","1,000","13,000","-12,000","0","0","0","1,000","13,000","-12,000",
" ","2373  ","震旦行          ","1,000","13,000","-12,000","0","0","0","1,000","13,000","-12,000",
" ","2516  ","新建            ","1,000","13,000","-12,000","0","0","0","1,000","13,000","-12,000",
" ","6426  ","統新            ","11,000","23,000","-12,000","0","0","0","11,000","23,000","-12,000",
" ","6863  ","永道-KY         ","12,000","24,000","-12,000","0","0","0","12,000","24,000","-12,000",
" ","3130  ","一零四          ","1,000","12,999","-11,999","0","0","0","1,000","12,999","-11,999",
" ",="00904 ","新光臺灣半導體30","14,000","25,000","-11,000","0","0","0","14,000","25,000","-11,000",
" ","1323  ","永裕            ","2,000","13,000","-11,000","0","0","0","2,000","13,000","-11,000",
" ","2069  ","運錩            ","9,000","20,000","-11,000","0","0","0","9,000","20,000","-11,000",
" ","2608  ","嘉里大榮        ","11,000","22,000","-11,000","0","0","0","11,000","22,000","-11,000",
" ","8940  ","新天地          ","17,000","28,000","-11,000","0","0","0","17,000","28,000","-11,000",
" ",="044576","長榮凱基2B購14  ","0","10,000","-10,000","0","0","0","0","10,000","-10,000",
" ",="047230","聯發科法興2C購01","0","10,000","-10,000","0","0","0","0","10,000","-10,000",
" ",="048899","長榮航群益2C購09","0","10,000","-10,000","0","0","0","0","10,000","-10,000",
" ","1432  ","大魯閣          ","5,000","15,000","-10,000","0","0","0","5,000","15,000","-10,000",
" ","2467  ","志聖            ","4,000","14,000","-10,000","0","0","0","4,000","14,000","-10,000",
" ","2597  ","潤弘            ","7,000","17,000","-10,000","0","0","0","7,000","17,000","-10,000",
" ","2816  ","旺旺保          ","5,000","15,000","-10,000","0","0","0","5,000","15,000","-10,000",
" ","3501  ","維熹            ","24,000","34,000","-10,000","0","0","0","24,000","34,000","-10,000",
" ","3550  ","聯穎            ","0","10,000","-10,000","0","0","0","0","10,000","-10,000",
" ","1527  ","鑽全            ","16,000","25,000","-9,000","0","0","0","16,000","25,000","-9,000",
" ","6206  ","飛捷            ","30,000","39,000","-9,000","0","0","0","30,000","39,000","-9,000",
" ","6209  ","今國光          ","48,000","57,000","-9,000","0","0","0","48,000","57,000","-9,000",
" ","910861","神州-DR         ","15,000","24,000","-9,000","0","0","0","15,000","24,000","-9,000",
" ",="038895","智原永豐2B購01  ","0","8,000","-8,000","0","0","0","0","8,000","-8,000",
" ","1531  ","高林股          ","0","8,000","-8,000","0","0","0","0","8,000","-8,000",
" ","2524  ","京城            ","0","8,000","-8,000","0","0","0","0","8,000","-8,000",
" ","3030  ","德律            ","61,000","69,000","-8,000","0","0","0","61,000","69,000","-8,000",
" ","3406  ","玉晶光          ","218,000","226,000","-8,000","0","0","0","218,000","226,000","-8,000",
" ","6606  ","建德工業        ","0","8,000","-8,000","0","0","0","0","8,000","-8,000",
" ","9946  ","三發地產        ","1,000","9,000","-8,000","0","0","0","1,000","9,000","-8,000",
" ","2702  ","華園            ","157,000","164,700","-7,700","0","0","0","157,000","164,700","-7,700",
" ","8464  ","億豐            ","85,000","92,047","-7,047","0","0","0","85,000","92,047","-7,047",
" ",="0055  ","元大MSCI金融    ","13,000","20,000","-7,000","0","0","0","13,000","20,000","-7,000",
" ",="00918 ","大華優利高填息30","5,000","12,000","-7,000","0","0","0","5,000","12,000","-7,000",
" ","1410  ","南染            ","1,000","8,000","-7,000","0","0","0","1,000","8,000","-7,000",
" ","1437  ","勤益控          ","23,000","30,000","-7,000","0","0","0","23,000","30,000","-7,000",
" ","1615  ","大山            ","10,000","17,000","-7,000","0","0","0","10,000","17,000","-7,000",
" ","2239  ","英利-KY         ","54,000","61,000","-7,000","0","0","0","54,000","61,000","-7,000",
" ","2451  ","創見            ","174,000","181,000","-7,000","0","0","0","174,000","181,000","-7,000",
" ","2472  ","立隆電          ","41,000","48,000","-7,000","0","0","0","41,000","48,000","-7,000",
" ","3338  ","泰碩            ","157,000","164,000","-7,000","0","0","0","157,000","164,000","-7,000",
" ","2753  ","八方雲集        ","157,000","163,500","-6,500","0","0","0","157,000","163,500","-6,500",
" ",="00641R","富邦日本反1     ","0","6,000","-6,000","0","0","0","0","6,000","-6,000",
" ",="042548","晶豪科法興2A購01","0","6,000","-6,000","0","0","0","0","6,000","-6,000",
" ","1236  ","宏亞            ","1,000","7,000","-6,000","0","0","0","1,000","7,000","-6,000",
" ","1419  ","新紡            ","3,000","9,000","-6,000","0","0","0","3,000","9,000","-6,000",
" ","1473  ","台南            ","4,000","10,000","-6,000","0","0","0","4,000","10,000","-6,000",
" ","1558  ","伸興            ","2,000","8,000","-6,000","0","0","0","2,000","8,000","-6,000",
" ","3021  ","鴻名            ","2,000","8,000","-6,000","0","0","0","2,000","8,000","-6,000",
" ","3167  ","大量            ","0","6,000","-6,000","0","0","0","0","6,000","-6,000",
